"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Попытка добавить фейковый товар в реальную корзину","tests.api","2026-09-17","broken","2026-09-17","","test_carts_api","",""
"","26","Ошибка при запросе несуществующего заказа","tests.api","2026-09-17","passed","2026-09-17","","test_orders_api","",""
"","140","Успешный вход с правильными данными","tests.api","2026-09-17","passed","2026-09-17","","test_auth_api","",""
"","181","Проверка создания товара с разными ценами","tests.api","2026-09-17","passed","2026-09-17","","test_products_api","",""
"","162","Проверка создания товара с разными ценами","tests.api","2026-09-17","passed","2026-09-17","","test_products_api","",""
"","271","Попытка добавить реальный товар в фейковую корзину","tests.api","2026-09-17","passed","2026-09-17","","test_carts_api","",""
"","0","Попытка удаления товара без токена","tests.api","2026-09-17","passed","2026-09-17","","test_products_api","",""
"","18","Успешное получение списка заказов администратором","tests.api","2026-09-17","passed","2026-09-17","","test_orders_api","",""
"","162","Успешное создание нового кроссовка","tests.api","2026-09-17","passed","2026-09-17","","test_products_api","",""
"","97","Блокировка входа с неверным паролем","tests.api","2026-09-17","passed","2026-09-17","","test_auth_api","",""
"","7","Проверка создания товара с разными ценами","tests.api","2026-09-17","passed","2026-09-17","","test_products_api","",""
"","6","Блокировка входа с пустыми полями","tests.api","2026-09-17","passed","2026-09-17","","test_auth_api","",""
"","167","Проверка создания товара с разными ценами","tests.api","2026-09-17","passed","2026-09-17","","test_products_api","",""
"","0","Попытка получить список заказов без авторизации","tests.api","2026-09-17","passed","2026-09-17","","test_orders_api","",""
"","0","Успешный создание корзины и добавление товара","tests.api","2026-09-17","broken","2026-09-17","","test_carts_api","",""
"","10","Ошибка создания товара без названия","tests.api","2026-09-17","passed","2026-09-17","","test_products_api","",""
"","153","Проверка создания товара с разными ценами","tests.api","2026-09-17","passed","2026-09-17","","test_products_api","",""
