"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Попытка получить список заказов без авторизации","tests.api","2026-07-22","passed","2026-07-22","","test_orders_api","",""
"","115","Проверка создания товара с разными ценами","tests.api","2026-07-22","passed","2026-07-22","","test_products_api","",""
"","6","Проверка создания товара с разными ценами","tests.api","2026-07-22","passed","2026-07-22","","test_products_api","",""
"","0","Успешный создание корзины и добавление товара","tests.api","2026-07-22","broken","2026-07-22","","test_carts_api","",""
"","104","Проверка создания товара с разными ценами","tests.api","2026-07-22","passed","2026-07-22","","test_products_api","",""
"","22","Ошибка при запросе несуществующего заказа","tests.api","2026-07-22","passed","2026-07-22","","test_orders_api","",""
"","7","Ошибка создания товара без названия","tests.api","2026-07-22","passed","2026-07-22","","test_products_api","",""
"","112","Успешное создание нового кроссовка","tests.api","2026-07-22","passed","2026-07-22","","test_products_api","",""
"","0","Попытка добавить фейковый товар в реальную корзину","tests.api","2026-07-22","broken","2026-07-22","","test_carts_api","",""
"","219","Попытка добавить реальный товар в фейковую корзину","tests.api","2026-07-22","passed","2026-07-22","","test_carts_api","",""
"","0","Попытка удаления товара без токена","tests.api","2026-07-22","passed","2026-07-22","","test_products_api","",""
"","6","Блокировка входа с пустыми полями","tests.api","2026-07-22","passed","2026-07-22","","test_auth_api","",""
"","18","Успешное получение списка заказов администратором","tests.api","2026-07-22","passed","2026-07-22","","test_orders_api","",""
"","131","Успешный вход с правильными данными","tests.api","2026-07-22","passed","2026-07-22","","test_auth_api","",""
"","117","Проверка создания товара с разными ценами","tests.api","2026-07-22","passed","2026-07-22","","test_products_api","",""
"","88","Блокировка входа с неверным паролем","tests.api","2026-07-22","passed","2026-07-22","","test_auth_api","",""
"","134","Проверка создания товара с разными ценами","tests.api","2026-07-22","passed","2026-07-22","","test_products_api","",""
